block_id,len_chars,est_sentences,preview
1072,1634,22,The Whiskey Ring was the largest scandal and involved widespread fraud. Grant had appointed an army friend John MacDonal
1073,1879,14,"In 1974, Marvin returned officially to touring after a four-year sabbatical following the death of Tammi Terrell and beg"
1074,1524,11,The historical rationale for the division between the majority St. Thomas Christians and minority Knanaya traces the div
1075,1671,14,"The ""Timão"" was always one of the most important clubs in Brazil. But the Corinthians Democracy movement was unique in w"
1076,1510,19,"At the start of the movie, Peter Parker is a very smart teenager, who lives with his Aunt May and Uncle Ben. He is frien"
1077,1675,16,"Eventually, after completing tasks like saving an artificial forest from dying and helping an insane artist build his sc"
1078,1665,6,"Potter was born on 28 July 1866 in England and she was then raised and eventually grew up in Kensington, London during t"
1079,2264,18,"Following a dental problem, Mark delayed the start of his 2010 season until the 2010 Ruta del Sol, in mid-February. Foll"
1080,1572,13,"This medium-sized snake is usually long, but they can grow to a maximum length of though this is rare. The dorsal color "
1081,1557,14,"Jackson started his professional career performing with his older brothers Jackie, Tito, Jermaine, and Marlon in The Jac"
1082,1554,14,"Tokio Hotel was started by singer Bill Kaulitz and guitarist Tom Kaulitz, who are identical twin brothers. Their step fa"
